GEOID20,CD118FP,h_rep_name,h_district_pretty,h_state,h_party,h_office,h_phone,h_all_committees,h_appropriations,h_agriculture,h_oversight_and_accountability,h_armed_services,h_natural_resources,h_foreign_affairs,h_homeland_security,h_education_and_the_workforce,h_energy_and_commerce,h_ways_and_means,h_financial_services,h_transportation_and_infrastructure,h_small_business,h_judiciary,h_budget,h_select_subcommittee_on_the_weaponization_of_the_fed_govt,h_joint_committee_on_taxation,h_house_administration,h_Intelligence,h_select_subcommittee_on_the_coronavirus_pandemic,h_science_space_and_technology,h_veterans_affairs,h_select_sub_us_china,h_ethics,h_Rules,h_joint_library,contract_actions,unique_awards,unique_companies,unique_addresses,unique_agencies,total_obligation,mean_obligation,median_obligation,max_obligation,min_obligation,std_obligation,largest_recipient,largest_agency,total_money_millions,money_per_company,money_per_company_millions,money_per_award,contracts_per_company
0627,27,Mike Garcia,California 27th,California ,R,144 CHOB,(202) 225-1956,appropriations|Intelligence|science_space_and_technology,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8624,6011,183,212,22,2227133594.94,258248.3296544527,1417.04,108230867.0,-25451691.0,2869724.0724539016,LOCKHEED MARTIN CORPORATION,Department of Defense,2227.13,12170128.934098361,12.17,370509.6647712527,47.12568306010929
0628,28,Judy Chu,California 28th,California ,D,2423 RHOB,(202) 225-5464,small_business|ways_and_means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7723,2556,192,206,24,7440636036.19,963438.5648310242,24760.0,219589540.0,-39668847.0,5703800.653082506,CALIFORNIA INSTITUTE OF TECHNOLOGY,National Aeronautics and Space Administration,7440.64,38753312.68848958,38.75,2911046.9625156494,40.223958333333336
0629,29,Tony Cardenas,California 29th,California ,D,2181 RHOB,(202) 225-6131,energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37637,34744,164,177,16,719320407.26,19112.054819990964,109.88,330568440.0,-51075625.0,1809924.8901053697,TPC-NAN A JOINT VENTURE,Department of Defense,719.32,4386100.044268292,4.39,20703.442529933225,229.4939024390244
0630,30,Adam Schiff,California 30th,California ,D,2309 RHOB,(202) 225-4176,judiciary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4306,2870,185,206,30,250875193.03,58261.77264979099,1958.875,34191511.0,-1803465.06,589915.738648671,HYDRO-AIRE AEROSPACE CORP,Department of Defense,250.88,1356082.1244864864,1.36,87412.95924390244,23.275675675675675
0631,31,Grace Napolitano,California 31st,California ,D,1610 LHOB,(202) 225-5256,natural_resources|transportation_and_infrastructure,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23238,19851,191,223,21,4155479157.53,178822.5818715036,84.6,252499764.37,-50140960.77,4180013.7557671764,QTC MEDICAL SERVICES INC,Department of Veterans Affairs,4155.48,21756435.379738223,21.76,209333.49239484157,121.66492146596859
0632,32,Brad Sherman,California 32nd,California ,D,2365 RHOB,(202) 225-5911,financial_services|foreign_affairs,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13624,10102,297,347,28,2527889301.59,185546.77786186142,2061.54,235695564.0,-12000000.0,3269930.3576569953,ALLIANT TECHSYSTEMS OPERATIONS LLC,Department of Defense,2527.89,8511411.78986532,8.51,250236.5176786775,45.872053872053876
0633,33,Pete Aguilar,California 33rd,California ,D,108 CHOB,(202) 225-3201,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1844,1599,90,102,13,56391553.589999996,30581.10281453362,2946.005,19684675.0,-5450828.48,503288.147465186,POWER PRO PLUS INC.,Department of Defense,56.39,626572.8176666666,0.63,35266.76272045028,20.488888888888887
0634,34,Jimmy Gomez,California 34th,California ,D,506 CHOB,(202) 225-6235,oversight_and_accountability|Intelligence,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500,2789,127,148,30,1959880932.84,356341.9877890909,661.745,134551314.0,-6461267.0,2680016.4386923,"AECOM TECHNICAL SERVICES, INC.",Department of Defense,1959.88,15432133.329448817,15.43,702718.1544783076,43.30708661417323
0635,35,Norma Torres,California 35th,California ,D,2227 RHOB,(202) 225-6161,appropriations|house_administration,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14245,10266,226,242,21,558605853.82,39214.170152334154,1600.0,39153200.0,-3092275.0,581547.0258949267,"REYES CONSTRUCTION, INC.",Department of Defense,558.61,2471707.317787611,2.47,54413.19441067602,63.030973451327434
0636,36,Ted Lieu,California 36th,California ,D,2454 RHOB,(202) 225-3976,foreign_affairs|judiciary|science_space_and_technology,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20716,13986,366,429,48,14074212337.65,679388.508285866,546.48,650433839.14,-24644992.0,8899575.684374701,RAYTHEON COMPANY,Department of Defense,14074.21,38454132.070081964,38.45,1006307.1884491635,56.60109289617486
0637,37,Sydney Kamlager-Dove,California 37th,California ,D,1419 LHOB,(202) 225-7084,foreign_affairs|natural_resources,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2534,1460,136,146,26,656305258.05,258999.7072020521,443.28,25961538.46,-2290360.34,1247975.8324603015,LINQUEST CORPORATION,General Services Administration,656.31,4825773.95625,4.83,449524.14934931503,18.63235294117647
0638,38,Linda Sanchez,California 38th,California ,D,2428 RHOB,(202) 225-6676,select_subcommittee_on_the_weaponization_of_the_fed_govt|ways_and_means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34652,33220,161,184,23,482001797.95,13909.78292594944,3549.165,7743547.6,-56000000.0,321612.8483440417,"IMPRES TECHNOLOGY SOLUTIONS, INC",Department of Defense,482.0,2993799.9872670807,2.99,14509.38585039133,215.22981366459626
0639,39,Mark Takano,California 39th,California ,D,2078 RHOB,(202) 225-2305,education_and_the_workforce|veterans_affairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4412,3155,145,159,19,527518444.43,119564.47063236627,3173.49,207979459.0,-4317007.1,3318618.124035082,STRONGHOLD ENGINEERING INC,Department of the Interior,527.52,3638058.237448276,3.64,167200.77477971473,30.427586206896553
0640,40,Young Kim,California 40th,California ,R,1306 LHOB,(202) 225-4111,financial_services|foreign_affairs,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12009,9540,308,342,30,559428865.44,46584.13401948539,676.32,22537000.0,-6749240.63,501045.7215401654,OVERWATCH AMOROSO LLC,Department of Defense,559.43,1816327.4851948053,1.82,58640.34228930818,38.99025974025974
0641,41,Ken Calvert,California 41st,California ,R,2205 RHOB,(202) 225-1986,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3945,2894,148,163,20,151624800.60999998,38434.67696070975,798.0,21484881.0,-2064396.01,463179.08688183,"ATTALON, INC.",Department of Defense,151.62,1024491.8960135134,1.02,52392.812926744984,26.655405405405407
0642,42,Robert Garcia,California 42nd,California ,D,1305 LHOB,(202) 225-7924,oversight_and_accountability|homeland_security|select_subcommittee_on_the_coronavirus_pandemic,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9003,6716,183,198,15,3594996474.88,399310.94911473955,1500.0,229344954.0,-24226925.09,5939910.848049726,THE BOEING COMPANY,Department of Defense,3595.0,19644789.480218578,19.64,535288.3375342466,49.19672131147541
0643,43,Maxine Waters,California 43rd,California ,D,2221 RHOB,(202) 225-2201,financial_services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8577,5428,177,197,27,7946141714.76,926447.6757327737,1552.0,427212450.0,-11444280.0,10623051.777338542,SPACE EXPLORATION TECHNOLOGIES CORP.,National Aeronautics and Space Administration,7946.14,44893456.01559322,44.89,1463917.0439867354,48.45762711864407
0644,44,Nanette Barragan,California 44th,California ,D,2312 RHOB,(202) 225-8220,energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25276,23757,200,229,23,460920011.39,18235.48074814053,1881.9850000000001,81850502.88,-4488112.19,537076.0547659439,STRING KING LACROSSE LLC,Department of Health and Human Services,460.92,2304600.05695,2.3,19401.44005514164,126.38
0645,45,Michelle Steel,California 45th,California ,R,1127 LHOB,(202) 225-2415,education_and_the_workforce|ways_and_means|select_sub_us_china,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8152,5290,242,261,27,928830978.5600001,113939.0307360157,1988.355,48315610.0,-15796136.0,1070090.0829504249,QYK BRANDS LLC,Department of Health and Human Services,928.83,3838144.5395041327,3.84,175582.4156068053,33.68595041322314
0646,46,J. Correa,California 46th,California ,D,2301 RHOB,(202) 225-2965,homeland_security|judiciary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11324,8171,285,305,26,1412152703.92,124704.406916284,595.015,484650888.79,-317912558.6,6860089.108240585,CARRINGTON MORTGAGE SERVICES LLC,Department of Housing and Urban Development,1412.15,4954921.768140351,4.95,172824.95458573004,39.733333333333334
0647,47,Katie Porter,California 47th,California ,D,1233 LHOB,(202) 225-5611,oversight_and_accountability|natural_resources,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35337,26284,544,638,37,4050034655.71,114611.72866145967,3828.0,249978466.39,-24216218.29,2100019.3165924954,"ANDURIL INDUSTRIES, INC.",Department of Defense,4050.03,7444916.646525735,7.44,154087.454562091,64.95772058823529
0648,48,Darrell Issa,California 48th,California ,R,2108 RHOB,(202) 225-5672,foreign_affairs|select_subcommittee_on_the_weaponization_of_the_fed_govt|judiciary|science_space_and_technology,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6444,3402,361,404,24,5476594105.26,849874.9387430168,600.0,142133916.17,-42835047.17,6462235.0327086095,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,5476.59,15170620.790193906,15.17,1609816.0215343917,17.850415512465375
0649,49,Mike Levin,California 49th,California ,D,2352 RHOB,(202) 225-3906,natural_resources|veterans_affairs,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28062,22885,392,473,24,3546754192.2599998,126389.92916613213,231.305,148546478.0,-3608635.0,2368874.4617482037,VIASAT INC,Department of Defense,3546.75,9047842.327193877,9.05,154981.61207166265,71.58673469387755
0650,50,Scott Peters,California 50th,California ,D,1201 LHOB,(202) 225-0508,budget|energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89236,66323,647,776,49,9291133761.47,104118.67140470212,120.4,780000000.0,-36565632.1,4241635.078065705,NATIONAL STEEL AND SHIPBUILDING COMPANY,Department of Defense,9291.13,14360330.388670787,14.36,140089.1660731571,137.92272024729522
0651,51,Sara Jacobs,California 51st,California ,D,1314 LHOB,(202) 225-2040,armed_services|foreign_affairs,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16007,9170,667,817,29,4407491779.71,275347.771581808,1008.0,230037421.37,-35283613.7,2736968.9686114127,"TECHFLOW, INC.",Department of Homeland Security,4407.49,6607933.702713643,6.61,480642.5059661941,23.998500749625187
0652,52,Juan Vargas,California 52nd,California ,D,2334 RHOB,(202) 225-8045,financial_services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42863,38644,253,287,18,2442365870.66,56980.749612952895,745.51,212116278.0,-12125018.4,1718429.615643456,BAE SYSTEMS MARITIME SOLUTIONS SAN DIEGO INC.,Department of Defense,2442.37,9653620.042134387,9.65,63201.683848980436,169.4189723320158
0801,01,Diana DeGette,Colorado 1st,Colorado ,D,2111 RHOB,(202) 225-4431,energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37832,31792,518,587,45,2512441882.35,66410.49593862338,361.54499999999996,249448663.82,-19196465.95,1624583.8979438387,DAVITA INC.,Department of Veterans Affairs,2512.44,4850273.904150579,4.85,79027.48749213638,73.03474903474904
0802,02,Joe Neguse,Colorado 2nd,Colorado ,D,2400 RHOB,(202) 225-2161,natural_resources|judiciary|Rules,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11733,8098,607,705,31,2168600434.13,184829.15146424616,1354.8,103571671.0,-48800000.0,2133459.841687689,B.I. INCORPORATED,Department of Homeland Security,2168.6,3572653.1040032953,3.57,267794.5707742653,19.329489291598023
0803,03,Lauren Boebert,Colorado 3rd,Colorado ,R,1713 LHOB,(202) 225-4761,oversight_and_accountability|natural_resources,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11956,10340,440,500,20,434292459.61,36324.22713365674,229.62,35589296.0,-2536254.37,548682.8225741854,"PATE CONSTRUCTION CO., INC.",Department of Defense,434.29,987028.3172954546,0.99,42001.20499129594,27.172727272727272
0804,04,Ken Buck,Colorado 4th,Colorado ,R,2455 RHOB,(202) 225-4676,foreign_affairs|judiciary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6319,2830,284,301,30,9213181785.39,1458012.6262683969,99.2,403013627.96,-50000000.0,11799256.92606158,LOCKHEED MARTIN CORP,Department of Defense,9213.18,32440780.934471827,32.44,3255541.266922261,22.25
0805,05,Doug Lamborn,Colorado 5th,Colorado ,R,2371 RHOB,(202) 225-4422,armed_services|natural_resources,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37734,26108,491,558,37,10716245717.47,283994.42723988974,483.0,293431700.0,-41187257.59,3746172.167104539,VECTRUS SYSTEMS LLC,Department of Defense,10716.25,21825347.693421587,21.83,410458.3161280067,76.85132382892057
0806,06,Jason Crow,Colorado 6th,Colorado ,D,1323 LHOB,(202) 225-7882,foreign_affairs|Intelligence,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10910,6455,434,507,43,6194172398.95,567751.8239184235,850.635,128571762.96,-36111215.33,5278658.96842412,"UNITED LAUNCH SERVICES, LLC",Department of Defense,6194.17,14272286.633525345,14.27,959592.9355460883,25.138248847926267
0807,07,Brittany Pettersen,Colorado 7th,Colorado ,D,1230 LHOB,(202) 225-2645,financial_services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10807,6301,468,525,44,5820574368.8,538592.9831405571,5670.0,197640415.45,-20000000.0,5884299.876685631,"COUNTERTRADE PRODUCTS, INC.",Department of the Treasury,5820.57,12437124.71965812,12.44,923754.0658308206,23.09188034188034
0808,08,Yadira Caraveo,Colorado 8th,Colorado ,D,1024 LHOB,(202) 225-5625,agriculture|science_space_and_technology,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4857,3999,177,192,18,547297289.96,112682.16799670579,3193.51,79310799.35,-12800000.0,1779011.9604139728,HENSEL PHELPS CONSTRUCTION CO,Department of Defense,547.3,3092075.084519774,3.09,136858.53712428108,27.440677966101696
0901,01,John Larson,Connecticut 1st,Connecticut ,D,1501 LHOB,(202) 225-2265,ways_and_means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26039,19795,290,318,32,14022459961.66,538517.6067306732,1778.88,2023073135.86,-140923067.5,15847350.802546065,RTX CORPORATION,Department of Defense,14022.46,48353310.21262069,48.35,708383.9334003536,89.78965517241379
0902,02,Joe Courtney,Connecticut 2nd,Connecticut ,D,2449 RHOB,(202) 225-2076,armed_services|education_and_the_workforce,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9717,5542,239,275,21,23514921689.97,2419977.533186169,1509.16,2644813959.0,-121136005.0,50670401.6416843,ELECTRIC BOAT CORPORATION,Department of Defense,23514.92,98388793.68188284,98.39,4243038.919157344,40.65690376569037
0903,03,Rosa DeLauro,Connecticut 3rd,Connecticut ,D,2413 RHOB,(202) 225-3661,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71033,64837,280,310,50,11436462601.630001,161002.1060863261,717.92,1419686960.76,-309971035.47,10001885.29632859,SIKORSKY AIRCRAFT CORPORATION,Department of Defense,11436.46,40844509.29153572,40.84,176387.90507935284,253.68928571428572
0904,04,James Himes,Connecticut 4th,Connecticut ,D,2137 RHOB,(202) 225-5541,financial_services|Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9047,5861,211,231,54,989187050.23,109338.68135625069,4554.0,71426624.0,-18860746.0,1217637.3671573394,"PLOWSHARE GROUP, INC",Department of Health and Human Services,989.19,4688090.285450237,4.69,168774.4497918444,42.87677725118483
0905,05,Jahana Hayes,Connecticut 5th,Connecticut ,D,2458 RHOB,(202) 225-4476,agriculture|education_and_the_workforce,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7063,4500,201,220,23,636024439.23,90050.18253291803,5000.0,67500000.0,-7000000.0,1008639.2354056688,"ETHAN ALLEN RETAIL, INC.",Department of State,636.02,3164300.692686567,3.16,141338.76427333333,35.13930348258707
1000,00,Lisa Blunt Rochester,Delaware ,Delaware ,D,1724 LHOB,(202) 225-4165,energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12515,9638,425,455,37,720571554.05,57576.6323651618,742.0,84877918.5,-6998656.6,930979.2524010123,ROSHEL LLC,Department of State,720.57,1695462.480117647,1.7,74763.59763955176,29.44705882352941
1198,98,Eleanor Norton,District of Columbia,District of Columbia,D,2136 RHOB,(202) 225-8050,oversight_and_accountability|transportation_and_infrastructure,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144174,78359,2297,2698,69,20500787822.54,142194.76342849614,1081.21,356331691.78,-81754175.33,2306534.4092767555,ACACIA CENTER FOR JUSTICE,Department of the Interior,20500.79,8925027.349821506,8.93,261626.46055386108,62.766216804527645
1201,01,Matt Gaetz,Florida 1st,Florida ,R,2021 RHOB,(202) 225-4136,armed_services|select_subcommittee_on_the_weaponization_of_the_fed_govt|judiciary,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29759,23154,471,540,23,4514682418.26,151708.13596760645,514.59,217684433.37,-9472244.24,2023349.243382603,"GENERAL DYNAMICS-OTS, INC.",Department of Defense,4514.68,9585312.989936307,9.59,194984.98826379894,63.182590233545646
1202,02,Neal Dunn,Florida 2nd,Florida ,R,466 CHOB,(202) 225-5235,energy_and_commerce|select_sub_us_china,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5691,3227,306,374,26,2308148810.34,405578.7753189246,4760.0,293565845.02,-46000000.0,6409492.617296926,NAMMO PERRY INC.,Department of Defense,2308.15,7542969.968431373,7.54,715261.4844561513,18.598039215686274
1203,03,Kat Cammack,Florida 3rd,Florida ,R,2421 RHOB,(202) 225-5744,agriculture|select_subcommittee_on_the_weaponization_of_the_fed_govt|energy_and_commerce,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17619,16382,223,255,21,230746093.9,13096.435319825188,196.9,16427125.0,-16078939.0,287835.295402969,RV RETAILER EAST LLC,Department of Homeland Security,230.75,1034735.8470852018,1.03,14085.343297521671,79.00896860986548
1204,04,Aaron Bean,Florida 4th,Florida ,R,1239 LHOB,(202) 225-0123,education_and_the_workforce|transportation_and_infrastructure|small_business,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19227,16537,269,302,24,1553577459.27,80801.86504758932,694.0,82980622.0,-27005154.42,1050764.374724859,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,Department of Defense,1553.58,5775380.889479554,5.78,93945.54388764588,71.47583643122677
1205,05,John Rutherford,Florida 5th,Florida ,R,1711 LHOB,(202) 225-2501,appropriations|ethics,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15058,10344,345,412,31,4029079950.22,267570.72321822285,1901.57,138059250.0,-9023454.99,2763147.0917977206,"CROWLEY GOVERNMENT SERVICES, INC.",Department of Transportation,4029.08,11678492.609333333,11.68,389508.8892324052,43.6463768115942
1206,06,Michael Waltz,Florida 6th,Florida ,R,244 CHOB,(202) 225-2706,armed_services|foreign_affairs|Intelligence,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1711,948,157,175,23,381905838.28000003,223206.21758036237,0.0,106391400.0,-1312039.7,3053536.96870435,"SPARTON DELEON SPRINGS, LLC",Department of Defense,381.91,2432521.2629299364,2.43,402854.25978902954,10.898089171974522
1207,07,Cory Mills,Florida 7th,Florida ,R,1237 LHOB,(202) 225-4035,armed_services|foreign_affairs,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9888,8264,227,261,21,538711551.44,54481.346221682856,2743.7650000000003,29440188.0,-1181310.05,460142.3730799657,GIBBCO LLC,Department of Homeland Security,538.71,2373178.640704846,2.37,65187.74823814134,43.559471365638764
1208,08,Bill Posey,Florida 8th,Florida ,R,2150 RHOB,(202) 225-3671,financial_services|science_space_and_technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35889,16682,426,492,23,13153968157.960001,366518.1018685391,801.7,1456019386.0,-38856198.6,9968640.361053921,NORTHROP GRUMMAN SYSTEMS CORPORATION,Department of Defense,13153.97,30877859.5257277,30.88,788512.6578323942,84.24647887323944
